id,Requirement,Name of Doc,Req/Not Req
1433,"Thus, when a displayed node is selected in the SDT display, the corresponding text in the pretty- print window is highlighted. When the user scrolls to the end of the pretty-printed text display, the display of the SDT should also scroll to the corresponding displayed nodes.",hats.pdf,Req
1434,"The user shall be able to resize windows dynamically. When displayed graph windows are resized, the HATS-GUI shall respond by utilizing the space available.",hats.pdf,Req
1435,The display of an SDT shall also result in the display of text from leaf nodes in a text display area.,hats.pdf,Req
1436,"The text displayed in the text display area shall correspond to the concatenation of the node labels (separated by spaces) of the leaf nodes of the displayed graph (in-order traversal, left to right).",hats.pdf,Req
1437,"If a leaf displayed node corresponds to a non-terminal SDT node, the label in the text window shall be surrounded by pointed brackets (<>). For example, if a non-terminal TERM appears in a leaf node, its text representation shall be <TERM>. Appendix G gives an example of the display of text associated with an SDT.",hats.pdf,Req
1438,The HATS-GUI shall provide for the copying of text from the text display area to a system buffer available for pasting into other applications (such as an editor).,hats.pdf,Req
1439,The user shall be able to display more than one SDT at a time. Each SDT shall be displayed in a separate window.,hats.pdf,Req
1440,The HATS-GUI shall provide for the manipulation and display of SDTs.,hats.pdf,Req
1441,SDTs shall be displayed as directed acyclic graphs with nodes and edges. Nodes in the displayed graph correspond to nodes in the SDT.,hats.pdf,Req
1442,Edges in the displayed graph correspond to the parent- child relationship between nodes in the SDT.,hats.pdf,Req
1443,"Initially, a displayed graph will have a single displayed node. That node will correspond to the root of the SDT.",hats.pdf,Req
1444,"When a displayed node and its children are displayed simultaneously, the parent node shall be displayed higher than the children.",hats.pdf,Req
1445,All displayed children of a single node shall appear at the same height.,hats.pdf,Req
1446,The user shall be able to control the display by choosing the color and shapes of displayed nodes based on node type.,hats.pdf,Req
1447,The HATS-GUI shall use the shape and color of displayed node types stored in the application configuration to display nodes.,hats.pdf,Req
1448,The user shall be able to expand displayed nodes (provided it is possible to expand the selected nodes).,hats.pdf,Req
1449,The HATS-GUI shall change the graph display by adding the descendant nodes to the displayed graph (thus changing the expandable nodes to internal nodes).,hats.pdf,Req
1450,The user shall be able to collapse displayed nodes.,hats.pdf,Req
1451,The HATS-GUI shall change the displayed graph by removing all descendants of the selected displayed nodes (thus changing the internal nodes to non-expandable leaf nodes).,hats.pdf,Req
1452,The user shall be able to hide a set of selected displayed nodes.,hats.pdf,Req
1453,"The HATS-GUI shall change the display by removing the selected nodes from the display and changing the parent and descendant nodes of the removed nodes to nodes with hidden descendants and parents, respectively.",hats.pdf,Req
1454,The user shall be able to issue an unhide instruction that reverses the hide instruction for all displayed nodes.,hats.pdf,Req
1455,"After issuing the unhide instruction, a user shall be able to issue a rehide instruction that reverses the unhide instruction.",hats.pdf,Req
1456,All displayed nodes hidden before the most recent unhide instruction shall become hidden.,hats.pdf,Req
1457,The HATS-GUI shall allow the user to expand the SDT by a predetermined number of node levels.,hats.pdf,Req
1458,The number of levels expanded is set in the application configuration.,hats.pdf,Req
1459,The HATS-GUI shall provide the function to fully expand a sub-tree regardless of the node expansion level in the application configuration.,hats.pdf,Req
1460,The user shall be able to view multiple SDTs simultaneously.,hats.pdf,Req
1461,"If a displayed graph or a text display is too large to fit inside its window, the windows shall have scroll bars attached to them.",hats.pdf,Req
1462,Dragging scrollbar buttons shall scroll the display. Pressing the arrow keys of the keyboard shall also scroll the display.,hats.pdf,Req
1463,"For text windows, the keyboard cursor location shall move according the following rules: A left arrow key moves the cursor to the left one character, If the cursor is at the beginning of a line, the cursor is moved to the end of the previous line; If there is no previous line, the cursor does not move. A right arrow key moves the cursor to the right one character; If the cursor is at the end of a line, the cursor is moved to the first character of the next line. If there is no line after the current line, the cursor is not moved; An up arrow key moves the cursor up one line; If there is text in the same column, the column does not change; If there is no text in the column above the current cursor location, the cursor is moved to the end of the previous line. (A space is considered text.) A down arrow key moves the cursor down one line; If there is text in the same column, the column does not change. If there is no text in the column below the current cursor location, the cursor is moved to the end of the previous line. (A space is considered text.)",hats.pdf,Req
1464,"For displayed graph windows, the keyboard cursor location shall move according the following rules: A left arrow key moves the cursor to the next unhidden node to the left; The node to the left does not need to be a sibling of the current node, but it does need to be at the same level as the current node; If there are no nodes to the left, the cursor does not move, A right arrow key moves the cursor to the next unhidden node to the right. The node to the right does not need to be a sibling of the current node, but it does need to be at the same level as the current node; If there are no nodes to the right, the cursor does not move. An up arrow key moves the cursor to the closest ancestor that is not hidden. If there is no such node, the cursor does not move. An down arrow key moves the cursor to the leftmost, nearest descendant that is not hidden; If there is no such node, the cursor does not move.",hats.pdf,Req
1465,The pointing-device cursor shall track the motion of the pointing device.,hats.pdf,Req
1466,The keyboard cursor shall move to the text element or graph node closest to the pointing-device cursor when the pointing device is clicked.,hats.pdf,Req
1467,"If the displayed graph of the entire SDT is too large for the window, a separate, small window with a compressed view of the SDT shall be displayed.",hats.pdf,Req
1468,"The compressed view is called the navigation window display. In this navigation window, a representation of the entire SDT will be drawn.",hats.pdf,Req
1469,A small box will be displayed showing the part of the SDT currently displayed in the main tree display window.,hats.pdf,Req
1470,The user shall be able to turn the navigation window on and off.,hats.pdf,Req
1471,The HATS-GUI shall provide the user the capability to search SDTs. The search criteria are described in Appendix E. The user shall enter a search pattern (see Appendix E and the following requirement).,hats.pdf,Req
1472,The HATS-GUI shall search the SDT for a matching pattern.,hats.pdf,Req
1473,"When a match is found, the HATS-GUI shall highlight the matching displayed nodes and center the display on the left-most, top-level displayed node in the matching pattern.",hats.pdf,Req
1474,"The keyboard cursor is set to this node. If no matches are found, the HATS-GUI shall display a message stating “No Match Found.”",hats.pdf,Req
1475,"To initiate an SDT search, the user shall be able to use the following sequence of actions: The user selects a set of nodes using the mouse cursor, The user presses the Ctrl-Insert key combination, The user selects the tree search option, The HATS-GUI presents a prompt for entering the search pattern, The user presses the Ctrl-Shift-Insert key combination, The HATS-GUI fills the search pattern entry box with text concatenated from the nodes highlighted at the time of the Ctrl-Insert key press, The user selects initiation of search.",hats.pdf,Req
1476,"When searching for SDT patterns, search begins at the SDT node corresponding to the node at the current keyboard cursor location.",hats.pdf,Req
1477,"This becomes the original starting location. Search continues top-to-bottom, left-to-right until the end of the SDT is encountered.",hats.pdf,Req
1478,"When the end of the SDT is encountered, search will continue from the root of the SDT until arriving back at the starting location.",hats.pdf,Req
1479,The HATS-GUI shall provide for repeating a search.,hats.pdf,Req
1480,Repeating a search shall find the next matching sub-tree starting from the current keyboard cursor location.,hats.pdf,Req
1481,Search terminates when either a matching sub-tree is found or the search arrives at the original starting location.,hats.pdf,Req
1482,The HATS-GUI shall provide for repeating a search in the reverse direction.,hats.pdf,Req
1483,"Searching in the reverse direction continues right-to-left, bottom-to-top.",hats.pdf,Req
1484,Search terminates when either a matching sub-tree is found or the search arrives at the original starting location.,hats.pdf,Req
1485,The HATS-GUI shall provide the user the capability to search the text display for text sub-strings. The search criteria are described in Appendix F.,hats.pdf,Req
1486,The user shall be prompted to enter a text string describing a string pattern.,hats.pdf,Req
1487,The HATS-GUI shall search the text for a matching pattern.,hats.pdf,Req
1488,"When a match is found, the HATS-GUI shall highlight the matching text and center the display on the left-most element of the matching text.",hats.pdf,Req
1489,"If no matches are found, the HATS-GUI shall display a message stating “No Match Found.”",hats.pdf,Req
1490,"When searching for text patterns, search begins at the current keyboard cursor location and continues left-to-right, top-to-bottom until the end of the text is encountered.",hats.pdf,Req
1491,"When the end of the text is encountered, search will continue from the start of the text until arriving back at the starting location.",hats.pdf,Req
1492,The formatting of the displayed pretty-printed text shall be faithful to the formatting represented in the pretty-printed text file.,hats.pdf,Req
1493,"No additional white space shall be inserted, and a fixed width font shall be used to display the text.",hats.pdf,Req
1494,The user shall be able to select pretty-printed text files to display.,hats.pdf,Req
1495,Selected pretty-printed text shall be displayed in a separate window.,hats.pdf,Req
1496,"Windows for pretty-printed text shall allow for scrolling left, right, up, and down if the text is too large to display in the window.",hats.pdf,Req
1497,"When searching for text patterns, search begins at the location of the keyboard cursor and continues left-to-right, top-to-bottom until the end of the text is encountered.",hats.pdf,Req
1498,"When the end of the text is encountered, search will continue from the start of the text until arriving back at the starting location.",hats.pdf,Req
1499,The HATS-GUI shall not halt as a result of any error messages received from HATS-SML.,hats.pdf,Req
1500,The HATS-GUI shall collect error messages from HATS-SML in a single display area.,hats.pdf,Req
1501,"This display area shall be initially clear, and shall contain all error messages generated by HATS-SML since the HATS-GUI was started.",hats.pdf,Req
1502,The display area shall be a window accessible via a window tab.,hats.pdf,Req
1503,The display shall list all error received from HATS-SML in the order received.,hats.pdf,Req
1504,Errors shall not be displayed until requested by the user.,hats.pdf,Req
1505,The user shall be able to clear the error window without restarting the HATS-GUI.,hats.pdf,Req
1506,"When both an SDT and a pretty-printed text display corresponding to a single transformed target file are open, navigation in the SDT window shall result in navigation in the pretty-printed text window.",hats.pdf,Req
1507,"Searching, selecting, and cursor location motion should be mirrored in the two windows.",hats.pdf,Req
1508,"Specifically, when a node is selected in the displayed graph, the corresponding text in the pretty-print window is highlighted.",hats.pdf,Req
1509,"For this purpose, the corresponding text is all the text that  corresponds to terminal nodes of the SDT that are descendants of the SDT nodes that correspond to the selected display nodes.",hats.pdf,Req
1510,"When both an SDT and a pretty-printed text display corresponding to a single transformed target file are open, navigation in the pretty-printed text window shall result in navigation in the SDT display.",hats.pdf,Req
1511,"Selecting, and cursor location motion should be mirrored in the two windows.",hats.pdf,Req
1512,"Specifically, when text is selected in the text window, the displayed nodes corresponding nodes in the SDT are highlighted.",hats.pdf,Req
1513,"The HATS-GUI shall display and SDT with 10,000 nodes in five seconds or less.",hats.pdf,Req
1514,"The HATS-GUI shall display 1,000,000 node SDTs in the same amount of time, plus or minus two seconds, as it takes to display a 10,000 node SDT.",hats.pdf,Req
1515,The HATS-GUI shall allow a user to request transformations while HATS-SML is performing transformations or parsing.,hats.pdf,Req
1516,"The HATS-GUI shall allow a user to navigate through the display of an SDT with 10,000 nodes so that scrolling a screen width with any portion of the SDT displayed takes less than 3 seconds.",hats.pdf,Req
1517,The complexity of the text search algorithm shall not exceed O(n2) for n nodes.,hats.pdf,Req
1518,The complexity of the tree search algorithm shall not exceed O(n2) for n nodes.,hats.pdf,Req
1519,The complexity of the scrolling algorithms for text and displayed graphs shall not exceed O(n2) for n displayed nodes.,hats.pdf,Req
1520,The user shall not be required to log in or authenticate his/her identity when using the system.,hats.pdf,Req
1521,"The GUI shall run on Windows 2000, Sun Solaris 8, and Linux operating systems without modification of the Java code.",hats.pdf,Req
1522,The system shall be implemented in the Java 1.3 programming language.,hats.pdf,Req
1523,"One algorithm for displaying an SDT has been implemented and found to be unacceptable: Draw SDT into large virtual window with a smaller viewing area, Zoom in on portions of the tree.",hats.pdf,Req
5148,"The purpose of the Software Requirements Specification (SRS) is to clearly and precisely describe the requirements of the software system being developed, hereafter referred to as the HATS-GUI.",hats.pdf,Not_Req
5149,The HATS-GUI is a Graphical User Interface (GUI) for the High Assurance Transformation System (HATS).,hats.pdf,Not_Req
5150,"This document shall serve as a reference guide to the developer for software design, implementation, and maintenance.",hats.pdf,Not_Req
5151,"The SRS divides the system requirements into two major sections, behavioral requirements and non-behavioral requirements.",hats.pdf,Not_Req
5152,Behavioral requirements describe the interaction between the system and its environment.,hats.pdf,Not_Req
5153,Non- behavioral requirements are the ones that relate to the definition of the attributes of the product as it performs its functions.,hats.pdf,Not_Req
5154,"The intended audience of this document is Dr. Winter, the Guidance Team, and the software development team.",hats.pdf,Not_Req
5155,The SRS is an agreement on requirements between these parties regarding the software to be developed.,hats.pdf,Not_Req
5156,Text give in gray highlight refers to changes since the previous version of this document.,hats.pdf,Not_Req
5157,The High Integrity Software (HIS) program at Sandia National Laboratories developed HATS in order to utilize transformation-based software development.,hats.pdf,Not_Req
5158,Transformations are a well-known formal method for developing software.,hats.pdf,Not_Req
5159,The intent of HATS is to develop software via high assurance transformations that have been proven to preserve the semantics of the transformed programs.,hats.pdf,Not_Req
5160,Such a system benefits the high assurance software community by providing a tool with which to develop software.,hats.pdf,Not_Req
5161,The HIS program has requested the implementation of a platform-independent GUI to simplify user interaction with HATS.,hats.pdf,Not_Req
5162,"The system shall provide to the user the ability to prepare applications, utilize HATS to apply transformations, and display and manipulate the output resulting from execution of transformations.",hats.pdf,Not_Req
5163,The development of a platform-independent GUI will give the members of the transformation and research community a chance to experiment using HATS.,hats.pdf,Not_Req
5164,This will increase the use of HATS and will provide the HIS program with feedback from the members of the transformation and research communities that will aid in the development of this tool.,hats.pdf,Not_Req
5165,"A prototype of this system has been developed, but is inadequate due to its lack of portability and its inability to display outputs adequately.",hats.pdf,Not_Req
5166,"The goal of developing the HATS-GUI is to make the system more user-friendly, make the user interface platform independent, and to increase the use of the HATS system.",hats.pdf,Not_Req
5167,Table 1 below lists the definitions used in this document with respect to the HATS-GUI.,hats.pdf,Not_Req
5168,The definitions given below are specific to this document and may not be identical to definitions of these terms in common use.,hats.pdf,Not_Req
5169,The purpose of this section is to assist the user in understanding the requirements for the system.,hats.pdf,Not_Req
5170,The window in a graphical user environment that is currently accepting keyboard and mouse input.,hats.pdf,Not_Req
5171,The ancestor nodes of a node N is the set of nodes N* such that every element of N* is either the parent of N or the parent of some node in N*.,hats.pdf,Not_Req
5172,"A set of files describing a problem domain and a (possibly empty) set of transformation language programs, target files, and output files.",hats.pdf,Not_Req
5173,An application is a stand-alone entity and contains all the data sets required to perform and view transformations.,hats.pdf,Not_Req
5174,A set of associations and user-selected configurations is also part of the application.,hats.pdf,Not_Req
5175,Relations between files in an application.,hats.pdf,Not_Req
5176,"For example, a file may be mapped to the file used to generate this file or a file (or program) used to edit the file.",hats.pdf,Not_Req
5177,A node that has a parent node.,hats.pdf,Not_Req
5178,The child relationship is the inverse of the parent relationship. (See Edge.),hats.pdf,Not_Req
5179,To hide the descendants of a displayed node.,hats.pdf,Not_Req
5180,The selected colors and shapes used to represent different types of displayed nodes in a displayed graph of a syntax derivation tree.,hats.pdf,Not_Req
5181,The set of characteristics related to an application that controls the behavior of the HATS-GUI. Table 6 lists the elements of a configuration.,hats.pdf,Not_Req
5182,An operation that allows a user to copy text from one process into another process.,hats.pdf,Not_Req
5183,"Typically, copy-and-paste operations transfer data to and from an active process into an operating system buffer.",hats.pdf,Not_Req
5184,"A set of files consisting of one lexical specification file, one grammar file, and zero or one user-defined libraries.",hats.pdf,Not_Req
5185,A display element in a graphical user environment that marks a location in a window or buffer.,hats.pdf,Not_Req
5186,The descendant nodes of a node N is the set of nodes N* such every element of N* is either a child of N or the child of some node in N*.,hats.pdf,Not_Req
5187,A special file in a hierarchical file system that contains either files or other directories.,hats.pdf,Not_Req
5188,Directory is synonymous with folder.,hats.pdf,Not_Req
5189,The visual representation of an SDT or a part of an SDT.,hats.pdf,Not_Req
5190,A displayed graph is a set of displayed nodes and the arcs connecting those nodes.,hats.pdf,Not_Req
5191,"The visual, graphical display of a node. Every displayed node has a corresponding SDT node.",hats.pdf,Not_Req
5192,Not every SDT node has a corresponding displayed node.,hats.pdf,Not_Req
5193,Language over which transformations take place. The domain is defined by the files in the core (see core).,hats.pdf,Not_Req
5194,An operation using a mouse or other pointing device where the user presses the pointing device button and moves the pointing device while the button is pressed.,hats.pdf,Not_Req
5195,A directed relation between two nodes in a tree.,hats.pdf,Not_Req
5196,"If edge e is a relation from node N1 to node N2, we write e(N1,N2).",hats.pdf,Not_Req
5197,N1 is the parent of N2. N2 is the child of N1.,hats.pdf,Not_Req
5198,A leaf node of a displayed graph whose corresponding tree node has immediate descendants.,hats.pdf,Not_Req
5199,Any editor available on the host OS that can be started as a separate process by the HATS-GUI.,hats.pdf,Not_Req
5200,The name of a file in a file system.,hats.pdf,Not_Req
5201,A file name consists of a path name and a unique file name.,hats.pdf,Not_Req
5202,The root name of a file name is a file name without a path name and without a file extension.,hats.pdf,Not_Req
5203,A set of characters in a file name including and following the right-most period of the file name.,hats.pdf,Not_Req
5204,A file representing a set of rules that define the language of the domain over which transformations are defined.,hats.pdf,Not_Req
5205,The transformation system developed by HIS at Sandia.,hats.pdf,Not_Req
5206,The system includes both the HATS-SML programs and a user interface.,hats.pdf,Not_Req
5207,"Together, these provide services that allow parsing and running transformation language programs.",hats.pdf,Not_Req
5208,"A set of service programs that provide the parsing, transforming, and pretty-printing functions of HATS.",hats.pdf,Not_Req
5209,The operating system under which HATS-SML and the HATS-GUI are running.,hats.pdf,Not_Req
5210,An abstract computing machine that is responsible for the hardware and operating system independence of the Java platform.,hats.pdf,Not_Req
5211,The cursor associated with the keyboard.,hats.pdf,Not_Req
5212,"This cursor may be moved by using keystrokes such as the arrow keys, the tab key, or the enter key.",hats.pdf,Not_Req
5213,A node in a displayed graph that does not have any displayed descendant nodes.,hats.pdf,Not_Req
5214,The number of edges that must be traversed in order to reach a node in a tree starting from the root.,hats.pdf,Not_Req
5215,A file defining the tokens to be recognized by a transformation language.,hats.pdf,Not_Req
5216,"The operating system Linux, a Unix-like operating system available on most platforms.",hats.pdf,Not_Req
5217,Rectangle drawn around a sub-tree in a navigation window indicating the sub-tree displayed in the SDT display window relative to the entire SDT.,hats.pdf,Not_Req
5218,The cursor associated with a pointing device such as a mouse.,hats.pdf,Not_Req
5219,This cursor may be moved by moving the pointing device.,hats.pdf,Not_Req
5220,A displayed window containing an abstract representation of an entire SDT.,hats.pdf,Not_Req
5221,The intent of the navigation window display is to facilitate navigation of large SDTs.,hats.pdf,Not_Req
5222,A node that has at least one child node.,hats.pdf,Not_Req
5223,The parent relation is the inverse of the child relation. (See Edge.),hats.pdf,Not_Req
5224,To generate an SDT from a non-SDT (i.e. string) input file such as a transformation language program or a target.,hats.pdf,Not_Req
5225,A program that parses either transformation language programs or target programs.,hats.pdf,Not_Req
5226,The SDT representation of a transformation language program.,hats.pdf,Not_Req
5227,This is the form used by HATS.,hats.pdf,Not_Req
5228,A parsed transformation language program is said to be parsed.,hats.pdf,Not_Req
5229,A text string that represents the sequence of directory names and a file name that uniquely specifies the location of a file in a file system.,hats.pdf,Not_Req
5230,The combination of hardware and operating system software that comprise a computing system.,hats.pdf,Not_Req
5231,The input file that specifies how to display the pretty-print format of the target language.,hats.pdf,Not_Req
5232,A text string output by HATS representing the formatted result from applying a transformation language program to a target file.,hats.pdf,Not_Req
5233,Formatting is done according to the pretty-print style.,hats.pdf,Not_Req
5234,An SDT generated by parsing a transformation language program.,hats.pdf,Not_Req
5235,A tree T1 is a proper sub-tree of a tree T2 if T1 is a sub-tree of T2 and T1 has fewer nodes than T2.,hats.pdf,Not_Req
5236,A path that starts at a directory other than the root directory.,hats.pdf,Not_Req
5237,The first and initial element in a tree represented by nodes.,hats.pdf,Not_Req
5238,To move information across a display screen as if unrolling a scroll.,hats.pdf,Not_Req
5239,An element of a tree or a displayed graph.,hats.pdf,Not_Req
5240,Nodes in SDTs contain text tokens derived from parsing input strings and applying transformations.,hats.pdf,Not_Req
5241,Nodes in displayed graphs (displayed nodes) are visual representations of nodes in SDTs.,hats.pdf,Not_Req
5242,Nodes in SDTs should not be confused with displayed nodes.,hats.pdf,Not_Req
5243,"Given a tree T and a set of nodes N in T, the smallest well-formed tree of N in T is a tree S such that S is a sub-tree of T, every element of N is in S, every descendant of the root of S in T is also an element of S, and S has no proper sub-trees that are smallest well-formed trees of N in S.",hats.pdf,Not_Req
5244,A tree where nodes represent either the left-hand side of grammar productions used to parse a string or terminal symbols in the grammar.,hats.pdf,Not_Req
5245,The children of nodes represent the right-hand side of the production used to parse the node.,hats.pdf,Not_Req
5246,The program to which the High Assurance Transformation System applies a transformation.,hats.pdf,Not_Req
5247,A target file that contains a computer program.,hats.pdf,Not_Req
5248,An SDT generated by parsing a target file.,hats.pdf,Not_Req
5249,A node in a tree that has no descendants.,hats.pdf,Not_Req
5250,The date and time of the most recent modification of a file. It is assumed that the Host OS keeps the time stamp for each file.,hats.pdf,Not_Req
5251,See parsed transformation language program.,hats.pdf,Not_Req
5252,"A text string used as a single unit, for example, a word.",hats.pdf,Not_Req
5253,Tokens are described by the lexical specification.,hats.pdf,Not_Req
5254,A rule that specifies the translation of one string into another string.,hats.pdf,Not_Req
5255,HATS applies transformations to target files.,hats.pdf,Not_Req
5256,A target file in an application.,hats.pdf,Not_Req
5257,A sequence of transformations along with constructs to control the application of the transformations.,hats.pdf,Not_Req
5258,The program that results from applying a transformation language program to a target file.,hats.pdf,Not_Req
5259,The Unix operating system developed by AT&T.,hats.pdf,Not_Req
5260,A file that defines the semantics of some function symbols in the language of the domain.,hats.pdf,Not_Req
5261,An element of a graphical user environment that contains at a minimum a border and a viewing area.,hats.pdf,Not_Req
5262,The Windows operating system developed by Microsoft.,hats.pdf,Not_Req
5263,"A tree T<N,E> is an abstract data type composed of a set of nodes N and a set of directed edges E:NxN.",hats.pdf,Not_Req
5264,An edge E1 from node N1 to node N2 associates the parent node (N1) with the child (or immediate descendant) node N2.,hats.pdf,Not_Req
5265,Each child node has exactly one parent.,hats.pdf,Not_Req
5266,"Each tree has exactly one distinguished node, the root node, which has no parent.",hats.pdf,Not_Req
5267,The descendant nodes of a node are found by computing the transitive closure of the child relationship. No node may be a descendant of itself.,hats.pdf,Not_Req
5268,Table 2 lists the acronyms and their associated definitions used in this document.,hats.pdf,Not_Req
5269,"The SRS is divided into four major sections: Introduction, General Description, Specific Requirements, and Appendices.",hats.pdf,Not_Req
5270,"Section 2, the general description, describes the product, its functionality, and its structure.",hats.pdf,Not_Req
5271,"It contains: (1) Product Features, which describes from a high-level point of view the main features of the software; (2) User Characteristics, which identifies the different types of system users, and describes their individual interaction with the system. Use-cases are used to define the user characteristics; a description of the actors, use-cases, and scenarios are included in this section; (3) General Constraints of the system; and (4) Assumptions and Dependencies of the system.",hats.pdf,Not_Req
5272,Section 3 describes specific requirements.,hats.pdf,Not_Req
5273,"It consists of (1) External Interface Requirements, which describes the requirements for user, hardware, software, and communications interfaces; (2) Behavioral Requirements, which divides behavioral requirements into the following categories: related real-world objects, stimulus, related features, and functional requirements; (3) Non-Behavioral Requirements, which includes performance requirements, qualitative requirements, and design and implementation constraints; and (4) Other Requirements, which will list all other requirements not included in the previous sections.",hats.pdf,Not_Req
5274,Appendix A contains the object model for the HATS-GUI.,hats.pdf,Not_Req
5275,Appendix B contains the data flow diagrams for the system.,hats.pdf,Not_Req
5276,Appendix C contains state descriptions of the HATS-GUI.,hats.pdf,Not_Req
5277,Appendix D describes communications between HATS and the HATS-GUI. Appendix E and F describe searching outputs strings and trees.,hats.pdf,Not_Req
5278,Appendix G gives an example Syntax Derivation Tree (SDT) display.,hats.pdf,Not_Req
5279,HATS was developed to explore transformation-based software development.,hats.pdf,Not_Req
5280,Transformations are a well- known formal method for developing software.,hats.pdf,Not_Req
5281,The HATS-GUI is intended to provide HATS users with an intuitive graphical interface to the HATS system.,hats.pdf,Not_Req
5282,"HATS is publicly available, and the HATS-GUI will be delivered with HATS.",hats.pdf,Not_Req
5283,The purpose of HATS is to perform program transformations in a provably correct fashion.,hats.pdf,Not_Req
5284,"This enables users to construct software by transforming a target program, or simply a target, written in an abstract language to a transformed output program written in a more concrete language.",hats.pdf,Not_Req
5285,"By demonstrating that the transformations preserve the semantics of the target program, the user has assurance that the transformed program is correct.",hats.pdf,Not_Req
5286,An overview of the HATS architecture is given in Figure 1 below. HATS applies a sequence of transformations to a target program by following instructions in a transformation language program. A transformation language program consists of sequences of transformation instructions and constructs to control the application of transformations.,hats.pdf,Not_Req
5287,HATS provides a set of services that execute transformation language programs.,hats.pdf,Not_Req
5288,"It is written in the language ML, which has been ported to most common computer platforms.",hats.pdf,Not_Req
5289,HATS services are invoked by executing ML programs.,hats.pdf,Not_Req
5290,There is one ML program for each function that HATS provides.,hats.pdf,Not_Req
5291,The collection of programs is referred to in this document at HATS-SML and is described in Appendix D.1 HATS-SML executes transformation language programs written in a particular problem domain.,hats.pdf,Not_Req
5292,"The core of a problem domain describes the language over which transformations may occur. It consists of three elements, each of which is stored in a separate file: a description of tokens in a language, a description of a context-free grammar for a language, and a library of user-defined functions that evaluate some of the function symbols in the language.",hats.pdf,Not_Req
5293,"An application consists of a domain, rules for transforming input strings to output strings, and sets of inputs and outputs.",hats.pdf,Not_Req
5294,"These rules are applied to a target program. The result of applying a sequence of transformations to a target program may be an SDT, a pretty-printed text string, or both.",hats.pdf,Not_Req
5295,The pretty-printed text string is generated by applying pretty-print rules to an SDT.,hats.pdf,Not_Req
5296,The pretty-print rules are contained in a pretty-print style file.,hats.pdf,Not_Req
5297,"There may be any number of pretty-print style files, target programs, transformation language programs, or output files in a given application.",hats.pdf,Not_Req
5298,"Additionally, there may be a parsed version of a transformation language program.",hats.pdf,Not_Req
5299,"A summary of the files, file extensions, and names is given in Table 3.",hats.pdf,Not_Req
5300,1 The term HATS-SML refers to the set of services provided by the ML programs for applying transformations to targets.,hats.pdf,Not_Req
5301,Definition of the language over which transformations take place.,hats.pdf,Not_Req
5302,"This is part of the core, and exactly one is required for each problem domain.",hats.pdf,Not_Req
5303,Descriptions of tokens in the language over which transformations take place.,hats.pdf,Not_Req
5304,"This is part of the core, and exactly one is required for each",hats.pdf,Not_Req
5305,Function definitions written in ML that define semantics for evaluating function symbols in the language.,hats.pdf,Not_Req
5306,"These functions are evaluated semantically, not just syntactically.",hats.pdf,Not_Req
5307,"This is part of the core, and exactly one file is required for each problem domain.",hats.pdf,Not_Req
5308,Input program to be transformed.,hats.pdf,Not_Req
5309,There may be any number of target files in an application.,hats.pdf,Not_Req
5310,SDT corresponding to a parsed target file.,hats.pdf,Not_Req
5311,There may be zero or one.,hats.pdf,Not_Req
5312,Sequence of transformations to be applied to a target file.,hats.pdf,Not_Req
5313,There may be any number of transformation language program files in an application.,hats.pdf,Not_Req
5314,Directives that control the formatting of a transformed target file.,hats.pdf,Not_Req
5315,Any number of pretty-print files may appear in an application.,hats.pdf,Not_Req
5316,Formatted output obtained by applying a transformation language program to a target file.,hats.pdf,Not_Req
5317,Syntax derivation tree obtained by applying a transformation language program to a target file.,hats.pdf,Not_Req
5318,A parser program generated from the grammar and lexical specifications to parse transformation language program files and target files.,hats.pdf,Not_Req
5319,A file containing a sequence of HATS-SML programs to be executed in order with minimal user intervention.,hats.pdf,Not_Req
5320,SDT corresponding to a parsed transformation language program.,hats.pdf,Not_Req
5321,There may be zero or one parsed transformation language programs for each transformation language program.,hats.pdf,Not_Req
5322,The HATS-GUI is a system that will provide a user with an intuitive interface to HATS-SML.,hats.pdf,Not_Req
5323,"This system will facilitate the creation, storage, retrieval, and modification of the files in an application.",hats.pdf,Not_Req
5324,"The HATS-GUI will also facilitate the parsing and execution of sequences of transformation language programs, display error messages generated by HATS-SML, and facilitate the display and exploration of transformation outputs in the form of SDTs and pretty-printed text.",hats.pdf,Not_Req
5325,"It is the expectation of the client that by making the interface portable, the number of users of HATS will increase, and that the reliability of HATS-SML will increase due to the increased exercising of its capabilities resulting in error detection and correction.",hats.pdf,Not_Req
5326,The HATS-GUI shall provide a user with the ability to construct and use transformations.,hats.pdf,Not_Req
5327,The HATS-GUI shall facilitate the following activities: management of applications; parsing of transformation language programs and target programs; execution of transformation language programs; and examination of SDT and pretty-printed output from transformations.,hats.pdf,Not_Req
5328,The subsections that follow provide an overview of each of the mentioned features.,hats.pdf,Not_Req
5329,The flow of data between these functions is illustrated in the Data Flow Diagrams (DFD) given in Appendix B.,hats.pdf,Not_Req
5330,The transition of states that the system will be in is illustrated in the State Transition Diagram given in Appendix C.,hats.pdf,Not_Req
5331,"The HATS-GUI shall facilitate the creation, deletion, and modification of the files related to an application.",hats.pdf,Not_Req
5332,"As a practical matter, all files related to an application shall be stored in the same directory or folder.",hats.pdf,Not_Req
5333,"In addition, the HATS-GUI shall manage file associations within an application. File associations are relationships between files.",hats.pdf,Not_Req
5334,"For example, target files will be associated with the most recently used pretty-print style files.",hats.pdf,Not_Req
